userid,dataid,timestamp,location
824,11064,290,3
28,11064,293,7
957,11064,295,1
2290,11064,297,0
1142,11064,298,6
1088,11064,311,0
2030,11064,312,9
1049,11064,313,3
2068,11064,314,2
1313,11064,318,0
1918,11064,320,2
1216,11064,322,5
2008,11064,323,2
1435,11064,325,0
2452,11064,327,8
931,11064,328,5
2115,11064,328,4
2056,11064,329,5
262,11064,330,1
919,11064,334,8
416,11064,335,5
1253,11064,336,0
2459,11064,336,3
964,11064,339,8
1081,11064,346,5
1461,11064,352,8
1060,11064,353,0
2087,11064,353,6
164,11064,354,3
1533,11064,355,7
175,11064,356,4
2341,11064,358,5
816,11064,360,8
2250,11064,360,4
2036,11064,364,0
989,11064,366,3
1633,11064,366,2
597,11064,372,1
2176,11064,372,5
1570,11064,372,0
2049,11064,374,1
1668,11064,374,7
409,11064,376,8
1665,11064,376,4
714,11064,377,1
864,11064,378,1
1480,11064,378,0
948,11064,378,7
1183,11064,379,2
2060,11064,379,9
94,11064,379,3
1205,11064,380,9
948,11064,380,7
318,11064,383,7
282,11064,384,1
1987,11064,384,8
16,11064,384,5
2356,11064,386,5
1631,11064,387,0
1579,11064,387,8
2459,11064,388,3
1262,11064,390,6
1027,11064,390,8
1485,11064,391,4
194,11064,395,3
2123,11064,397,0
1330,11064,398,0
784,11064,399,8
1705,11064,399,0
2451,11064,399,8
300,11064,406,9
1969,11064,407,8
2235,11064,407,4
2141,11064,408,0
68,11064,412,7
1677,11064,414,1
228,11064,414,7
659,11064,415,3
577,11064,415,8
1502,11064,418,6
1372,11064,418,8
1312,11064,419,8
2481,11064,419,8
2298,11064,420,7
2188,11064,421,2
1888,11064,423,2
1215,11064,425,4
124,11064,426,3
773,11064,427,0
1309,11064,428,8
291,11064,431,0
11,11064,431,0
1933,11064,435,2
2009,11064,437,3
1727,11064,438,6
1274,11064,439,3
1334,11064,441,3
525,11064,441,4
960,11064,441,4
1025,11064,444,9
1736,11064,446,0
488,11064,446,7
2078,11064,447,0
1418,11064,447,0
484,11064,450,3
2213,11064,452,0
133,11064,455,2
597,11064,455,1
288,11064,459,7
1216,11064,462,5
1393,11064,462,2
1650,11064,463,4
924,11064,463,1
1584,11064,463,1
1263,11064,463,7
907,11064,465,8
658,11064,467,2
2081,11064,469,0
1193,11064,472,0
1425,11064,475,4
1667,11064,476,6
1654,11064,480,8
1491,11064,480,8
1598,11064,483,0
63,11064,483,2
877,11064,483,8
419,11064,483,8
518,11064,484,0
1863,11064,487,7
555,11064,488,4
407,11064,490,6
452,11064,503,1
322,11064,504,1
1750,11064,516,0
1654,11064,516,8
1947,11064,521,1
303,11064,523,2
1759,11064,533,8
1620,11064,533,4
1995,11064,534,4
2044,11064,535,8
1373,11064,536,0
1856,11064,539,0
402,11064,541,1
365,11064,541,4
1234,11064,541,8
2191,11064,543,5
2342,11064,544,6
907,11064,544,8
379,11064,545,8
1229,11064,550,3
1747,11064,552,8
1243,11064,559,2
2118,11064,560,7
675,11064,561,4
901,11064,561,5
2105,11064,562,9
295,11064,571,4
1379,11064,572,3
2476,11064,572,5
1585,11064,577,0
2478,11064,578,7
725,11064,580,9
436,11064,581,5
2114,11064,581,3
1129,11064,588,8
691,11064,592,5
1377,11064,593,1
883,11064,593,2
788,11064,593,0
1525,11064,594,0
2483,11064,595,0
1571,11064,595,0
189,11064,595,8
246,11064,595,5
1943,11064,595,0
1244,11064,597,3
1374,11064,609,1
2288,11064,613,0
1204,11064,614,8
2420,11064,615,9
1660,11064,615,0
1131,11064,616,8
2364,11064,627,1
1822,11064,628,8
1221,11064,628,8
626,11064,630,0
1991,11064,631,0
1636,11064,632,5
955,11064,633,0
1525,11064,642,0
604,11064,642,8
1142,11064,658,6
101,11064,658,0
1612,11064,658,8
1676,11064,658,0
1865,11064,659,9
226,11064,659,5
1357,11064,659,8
2239,11064,659,8
2301,11064,660,8
1631,11064,660,0
109,11064,660,8
1212,11064,660,1
2409,11064,660,1
1419,11064,660,1
1638,11064,661,7
1611,11064,662,8
697,11064,662,8
1948,11064,667,2
392,11064,669,1
363,11064,669,2
94,11064,675,3
319,11064,676,8
1706,11064,676,0
1908,11064,676,7
2090,11064,677,9
448,11064,677,7
698,11064,679,0
1492,11064,679,8
807,11064,679,1
1504,11064,679,8
877,11064,680,8
1916,11064,680,0
896,11064,681,0
1207,11064,681,8
1209,11064,681,1
1726,11064,681,5
2433,11064,683,7
2420,11064,687,9
846,11064,688,8
1880,11064,688,9
666,11064,688,8
97,11064,688,6
1827,11064,688,1
1115,11064,690,9
1320,11064,690,4
2294,11064,694,3
800,11064,695,9
916,11064,696,5
471,11064,696,0
1769,11064,701,3
2183,11064,710,0
1082,11064,714,6
1153,11064,720,2
816,11064,748,8
2073,11064,748,7
2381,11064,749,0
1940,11064,749,9
1951,11064,749,5
977,11064,749,6
2122,11064,749,8
2393,11064,749,0
2213,11064,749,0
1042,11064,749,8
2475,11064,749,4
1532,11064,750,6
1095,11064,750,4
1075,11064,750,0
1144,11064,750,8
2062,11064,750,8
1976,11064,750,0
302,11064,751,1
1804,11064,751,8
1445,11064,751,9
1424,11064,751,3
1788,11064,751,7
709,11064,751,8
780,11064,751,4
1670,11064,751,9
1884,11064,751,1
1126,11064,776,5
323,11064,777,2
319,11064,777,8
2442,11064,778,1
267,11064,778,6
165,11064,778,4
508,11064,778,2
996,11064,778,8
1448,11064,778,0
2297,11064,778,6
582,11064,778,1
2104,11064,778,8
12,11064,778,1
1747,11064,778,8
2163,11064,778,7
2491,11064,779,5
646,11064,779,5
311,11064,779,0
1233,11064,779,7
2404,11064,779,8
1983,11064,779,7
2413,11064,779,2
1048,11064,780,2
845,11064,780,9
1996,11064,780,5
2370,11064,780,4
641,11064,780,0
1964,11064,781,3
588,11064,781,7
2295,11064,781,4
1217,11064,781,6
45,11064,781,4
1431,11064,781,8
963,11064,800,7
294,11064,802,3
1239,11064,802,1
686,11064,802,0
215,11064,802,4
296,11064,802,5
826,11064,802,5
1426,11064,803,5
2238,11064,803,7
170,11064,803,9
12,11064,806,1
762,11064,807,1
1774,11064,807,8
619,11064,807,8
2180,11064,807,9
913,11064,807,2
1789,11064,807,8
1759,11064,807,8
1930,11064,808,0
1780,11064,808,0
481,11064,808,0
2102,11064,808,6
1278,11064,808,7
1,11064,809,0
2044,11064,809,8
2479,11064,809,8
1811,11064,809,0
1395,11064,810,4
2467,11064,810,8
2186,11064,810,0
2372,11064,810,6
303,11064,810,2
2178,11064,810,7
488,11064,810,7
1845,11064,811,4
1011,11064,811,8
1375,11064,811,0
747,11064,811,1
1551,11064,812,8
2081,11064,812,0
1639,11064,812,8
1756,11064,812,5
1121,11064,812,0
1986,11064,812,8
146,11064,812,5
1200,11064,812,4
1177,11064,812,8
28,11064,812,7
675,11064,813,4
1473,11064,813,7
621,11064,813,8
344,11064,813,3
2069,11064,813,3
463,11064,813,2
10,11064,813,9
2090,11064,813,9
1464,11064,813,1
612,11064,814,1
565,11064,814,0
2099,11064,814,3
2061,11064,814,8
1975,11064,815,0
781,11064,815,5
1804,11064,815,8
1060,11064,815,0
146,11064,815,5
2005,11064,815,0
608,11064,815,0
340,11064,815,9
585,11064,815,4
947,11064,816,6
1040,11064,816,9
1173,11064,816,7
1690,11064,816,0
282,11064,816,1
2240,11064,816,9
869,11064,817,3
419,11064,817,8
1365,11064,818,4
2397,11064,819,1
2329,11064,819,8
401,11064,819,0
1393,11064,820,2
2484,11064,820,1
2275,11064,820,0
1965,11064,820,4
1359,11064,820,1
716,11064,820,0
1351,11064,820,5
25,11064,821,4
1423,11064,821,2
1850,11064,821,9
2264,11064,821,3
2226,11064,821,8
103,11064,821,2
1754,11064,822,3
1164,11064,822,1
828,11064,822,7
1634,11064,822,3
1111,11064,822,5
2065,11064,822,0
1464,11064,822,1
1285,11064,822,0
954,11064,822,1
1589,11064,823,3
853,11064,823,2
1011,11064,823,8
2429,11064,823,3
2351,11064,823,0
1032,11064,824,1
1144,11064,824,8
1237,11064,824,8
82,11064,825,1
2456,11064,825,0
1685,11064,826,9
1352,11064,826,6
969,11064,827,1
216,11064,827,5
2450,11064,827,9
406,11064,827,5
337,11064,827,6
1169,11064,828,3
210,11064,828,9
1583,11064,828,0
2351,11064,828,0
701,11064,828,0
1997,11064,828,6
1644,11064,828,1
1408,11064,828,2
2354,11064,829,3
104,11064,829,3
2242,11064,829,8
2438,11064,829,0
1385,11064,830,9
1067,11064,830,6
1543,11064,831,2
618,11064,832,7
1179,11064,832,1
99,11064,833,8
425,11064,833,4
2463,11064,834,7
513,11064,837,7
1564,11064,838,8
639,11064,839,1
2015,11064,844,9
893,11064,848,0
2287,11064,849,8
1581,11064,850,8
1166,11064,850,0
435,11064,850,4
1406,11064,851,0
1475,11064,852,9
393,11064,853,2
1334,11064,853,3
1621,11064,854,5
2443,11064,854,2
387,11064,854,6
1222,11064,854,8
33,11064,855,2
122,11064,855,1
972,11064,856,1
1910,11064,856,9
1195,11064,856,0
1749,11064,856,1
2077,11064,858,8
1027,11064,858,8
1264,11064,858,8
794,11064,859,3
233,11064,859,2
2046,11064,859,8
1911,11064,860,8
1356,11064,860,8
2464,11064,860,8
2110,11064,861,0
552,11064,861,1
509,11064,862,3
547,11064,862,8
1530,11064,868,4
2373,11064,869,7
2487,11064,870,1
271,11064,870,0
557,11064,870,6
405,11064,870,4
762,11064,871,1
1592,11064,871,6
1892,11064,871,6
2281,11064,872,5
1496,11064,872,0
2288,11064,873,0
2098,11064,873,2
874,11064,874,8
2317,11064,875,8
751,11064,875,5
2255,11064,875,9
365,11064,876,4
356,11064,876,5
1139,11064,876,3
1739,11064,876,3
2083,11064,877,2
1596,11064,877,8
32,11064,877,1
703,11064,877,2
1337,11064,883,6
2185,11064,884,0
420,11064,885,9
44,11064,885,3
1295,11064,885,9
2381,11064,886,0
2258,11064,886,0
1526,11064,886,0
2051,11064,886,0
743,11064,886,0
2202,11064,886,1
179,11064,887,8
523,11064,888,2
165,11064,891,4
2280,11064,892,4
1010,11064,897,9
798,11064,898,7
1891,11064,900,5
205,11064,905,4
214,11064,905,3
1737,11064,906,1
1787,11064,907,6
1845,11064,908,4
658,11064,908,2
416,11064,908,5
1425,11064,908,4
1842,11064,909,1
1724,11064,909,3
1557,11064,909,1
2327,11064,909,6
555,11064,909,4
1162,11064,910,8
830,11064,910,9
1504,11064,910,8
1218,11064,910,7
103,11064,911,2
1701,11064,911,8
851,11064,914,0
2085,11064,914,4
771,11064,914,8
189,11064,915,8
2142,11064,920,1
1602,11064,921,1
624,11064,924,1
2407,11064,926,8
936,11064,932,8
51,11064,933,0
1,11064,933,0
2262,11064,934,1
1523,11064,934,0
231,11064,934,0
1379,11064,934,3
1673,11064,934,0
678,11064,935,7
1442,11064,935,6
2025,11064,935,4
1898,11064,936,0
1987,11064,942,8
101,11064,943,0
40,11064,944,9
1465,11064,954,0
1673,11064,956,0
2054,11064,960,3
885,11064,960,4
2322,11064,962,1
360,11064,962,9
1108,11064,963,2
463,11064,963,2
179,11064,963,8
934,11064,963,8
190,11064,963,9
1591,11064,963,5
413,11064,963,2
2373,11064,963,7
83,11064,963,2
2049,11064,973,1
1131,11064,983,8
852,11064,985,1
740,11064,985,9
369,11064,991,8
546,11064,992,8
1748,11064,1012,0
1765,11064,1027,0
429,11064,1029,8
108,11064,1030,7
970,11064,1049,0
1345,11064,1052,0
168,11064,1055,7
259,11064,1059,8
1518,11064,1060,7
1058,11064,1060,0
1288,11064,1060,2
2391,11064,1060,8
2290,11064,1061,0
1375,11064,1061,0
528,11064,1062,7
2295,11064,1062,4
1362,11064,1062,1
1559,11064,1063,3
386,11064,1063,5
820,11064,1063,0
322,11064,1064,1
1926,11064,1064,8
665,11064,1064,9
64,11064,1064,3
99,11064,1064,8
1356,11064,1064,8
1241,11064,1064,0
1884,11064,1064,1
294,11064,1064,3
840,11064,1064,4
1726,11064,1064,5
484,11064,1065,3
2494,11064,1065,8
1761,11064,1065,8
476,11064,1066,5
1234,11064,1066,8
923,11064,1066,0
766,11064,1066,5
1453,11064,1066,2
1088,11064,1066,0
1709,11064,1066,3
268,11064,1066,7
794,11064,1066,3
3,11064,1067,2
1775,11064,1067,9
176,11064,1067,5
2118,11064,1068,7
1056,11064,1068,8
1147,11064,1068,8
1830,11064,1069,4
2235,11064,1069,4
59,11064,1070,8
1678,11064,1070,2
1973,11064,1070,0
1191,11064,1070,8
54,11064,1070,3
2442,11064,1071,1
3,11064,1071,2
1166,11064,1071,0
2462,11064,1071,6
1136,11064,1071,0
2411,11064,1072,0
2142,11064,1072,1
1426,11064,1072,5
2457,11064,1072,1
1303,11064,1073,2
543,11064,1073,7
206,11064,1073,5
1976,11064,1073,0
1287,11064,1073,1
1451,11064,1074,0
1730,11064,1074,9
949,11064,1074,8
63,11064,1075,2
981,11064,1075,8
714,11064,1075,1
2447,11064,1075,6
446,11064,1075,5
156,11064,1077,5
2186,11064,1077,0
2219,11064,1078,3
797,11064,1078,6
1585,11064,1078,0
1534,11064,1078,8
2261,11064,1079,0
1188,11064,1079,7
2389,11064,1079,8
1232,11064,1080,6
730,11064,1081,0
2193,11064,1081,7
1033,11064,1082,2
821,11064,1082,0
2263,11064,1083,2
1700,11064,1083,9
1528,11064,1083,2
2333,11064,1083,0
149,11064,1084,8
86,11064,1084,5
2291,11064,1084,0
474,11064,1084,3
1931,11064,1084,0
2046,11064,1084,8
618,11064,1084,7
2234,11064,1086,3
778,11064,1086,2
2046,11064,1087,8
1939,11064,1089,8
855,11064,1089,4
1849,11064,1090,8
1134,11064,1092,1
2370,11064,1092,4
1323,11064,1093,7
2285,11064,1093,9
1442,11064,1093,6
838,11064,1093,2
1777,11064,1093,8
2475,11064,1094,4
480,11064,1094,9
81,11064,1095,0
429,11064,1096,8
1932,11064,1097,1
812,11064,1098,6
968,11064,1103,0
838,11064,1104,2
1657,11064,1105,8
1086,11064,1106,8
1630,11064,1114,0
2030,11064,1114,9
714,11064,1116,1
1728,11064,1120,7
1898,11064,1123,0
1638,11064,1126,7
786,11064,1126,8
2208,11064,1126,7
91,11064,1126,0
1353,11064,1126,7
2218,11064,1126,2
2477,11064,1126,6
2182,11064,1126,8
398,11064,1126,7
1469,11064,1126,3
1051,11064,1126,5
1060,11064,1127,0
1548,11064,1127,7
833,11064,1127,0
1280,11064,1127,9
69,11064,1127,8
85,11064,1127,4
1605,11064,1127,4
1536,11064,1127,8
1382,11064,1127,6
221,11064,1127,0
1367,11064,1127,6
2387,11064,1127,6
985,11064,1128,0
1405,11064,1128,0
771,11064,1128,8
1678,11064,1128,2
2012,11064,1128,6
1507,11064,1128,8
952,11064,1128,8
778,11064,1128,2
1151,11064,1132,0
783,11064,1134,7
672,11064,1134,1
2151,11064,1134,8
1287,11064,1134,1
2326,11064,1134,5
1229,11064,1134,3
211,11064,1135,0
515,11064,1136,9
19,11064,1136,8
1449,11064,1136,1
1388,11064,1137,0
2472,11064,1138,1
2265,11064,1141,4
463,11064,1142,2
7,11064,1142,6
1442,11064,1142,6
466,11064,1142,5
228,11064,1147,7
160,11064,1148,9
268,11064,1153,7
1950,11064,1155,4
296,11064,1172,5
423,11064,1172,2
851,11064,1175,0
1924,11064,1176,8
310,11064,1177,9
361,11064,1182,0
1310,11064,1183,9
924,11064,1184,1
1544,11064,1185,3
1216,11064,1189,5
1923,11064,1189,7
515,11064,1189,9
1365,11064,1189,4
1867,11064,1189,8
2130,11064,1189,4
429,11064,1190,8
2398,11064,1190,2
1550,11064,1190,9
2061,11064,1190,8
2148,11064,1190,7
40,11064,1190,9
2028,11064,1190,7
1952,11064,1191,6
1428,11064,1191,7
17,11064,1191,6
945,11064,1191,4
1564,11064,1192,8
856,11064,1192,5
857,11064,1193,6
2159,11064,1193,3
1296,11064,1193,8
263,11064,1193,2
545,11064,1193,9
2432,11064,1193,6
2060,11064,1193,9
1928,11064,1193,0
499,11064,1193,8
38,11064,1194,7
591,11064,1196,8
370,11064,1196,9
932,11064,1197,6
1093,11064,1197,2
2279,11064,1197,3
970,11064,1197,0
970,11064,1197,0
866,11064,1197,0
1448,11064,1198,0
1671,11064,1198,8
2449,11064,1198,8
1863,11064,1198,7
2013,11064,1198,7
337,11064,1198,6
83,11064,1199,2
1731,11064,1199,8
1703,11064,1199,0
430,11064,1199,9
2291,11064,1199,0
1287,11064,1200,1
819,11064,1200,1
1780,11064,1200,0
1328,11064,1200,0
1332,11064,1200,1
814,11064,1201,8
896,11064,1201,0
1544,11064,1201,3
100,11064,1201,9
1857,11064,1201,1
1732,11064,1203,8
1592,11064,1203,6
133,11064,1203,2
2355,11064,1203,4
2208,11064,1203,7
1580,11064,1204,9
843,11064,1204,7
41,11064,1205,0
1614,11064,1206,1
2324,11064,1206,3
1414,11064,1206,8
95,11064,1206,4
208,11064,1206,7
1068,11064,1207,7
2450,11064,1207,9
426,11064,1207,5
1288,11064,1207,2
1986,11064,1208,8
1746,11064,1210,8
888,11064,1210,7
1823,11064,1210,0
2017,11064,1210,8
1799,11064,1211,3
535,11064,1211,0
1987,11064,1211,8
1613,11064,1211,0
1618,11064,1211,2
2111,11064,1211,0
1651,11064,1211,5
791,11064,1212,0
159,11064,1212,8
231,11064,1218,0
1678,11064,1218,2
62,11064,1218,1
1120,11064,1218,0
2338,11064,1219,2
922,11064,1219,8
635,11064,1220,9
1271,11064,1220,0
1224,11064,1220,1
1695,11064,1221,4
963,11064,1221,7
899,11064,1221,3
1258,11064,1222,2
2431,11064,1222,5
896,11064,1222,0
2238,11064,1222,7
59,11064,1222,8
2134,11064,1223,8
1106,11064,1225,0
706,11064,1226,5
1303,11064,1226,2
1679,11064,1227,3
896,11064,1227,0
645,11064,1228,4
664,11064,1229,8
368,11064,1230,7
1041,11064,1230,8
663,11064,1231,7
1524,11064,1231,1
1440,11064,1231,4
203,11064,1232,2
1819,11064,1232,8
1041,11064,1232,8
631,11064,1232,5
1782,11064,1233,1
2342,11064,1234,6
2223,11064,1234,7
1516,11064,1235,5
6,11064,1235,5
754,11064,1237,8
2103,11064,1238,7
2497,11064,1242,8
543,11064,1242,7
2495,11064,1245,9
2279,11064,1245,3
1135,11064,1246,0
1841,11064,1247,0
2147,11064,1248,6
402,11064,1248,1
233,11064,1248,2
750,11064,1248,4
325,11064,1252,4
225,11064,1255,4
1244,11064,1255,3
1636,11064,1260,5
1406,11064,1260,0
2121,11064,1260,8
1334,11064,1260,3
1368,11064,1261,7
1676,11064,1261,0
2285,11064,1262,9
771,11064,1262,8
291,11064,1263,0
1396,11064,1263,5
1762,11064,1264,8
2122,11064,1265,8
1701,11064,1266,8
678,11064,1266,7
299,11064,1267,8
149,11064,1267,8
956,11064,1267,0
1361,11064,1267,0
717,11064,1268,1
1375,11064,1268,0
234,11064,1268,3
1100,11064,1269,9
247,11064,1270,6
848,11064,1271,0
605,11064,1271,9
950,11064,1271,9
87,11064,1271,6
1524,11064,1273,1
404,11064,1274,3
649,11064,1274,8
795,11064,1274,4
643,11064,1274,2
561,11064,1274,8
1250,11064,1275,9
927,11064,1275,1
2135,11064,1275,9
972,11064,1275,1
1486,11064,1275,5
317,11064,1276,6
31,11064,1276,0
381,11064,1276,0
397,11064,1277,6
476,11064,1279,5
1803,11064,1281,7
176,11064,1281,5
606,11064,1284,8
1884,11064,1284,1
1636,11064,1284,5
537,11064,1284,1
1034,11064,1285,3
1476,11064,1287,8
1559,11064,1288,3
782,11064,1288,6
1421,11064,1288,0
577,11064,1288,8
538,11064,1288,2
1820,11064,1289,9
652,11064,1289,8
337,11064,1290,6
683,11064,1290,0
2417,11064,1290,6
1320,11064,1291,4
651,11064,1291,8
1910,11064,1291,9
2436,11064,1293,8
2233,11064,1293,2
1052,11064,1294,6
2477,11064,1294,6
197,11064,1295,6
398,11064,1295,7
598,11064,1297,2
2382,11064,1297,1
1515,11064,1298,4
1669,11064,1298,8
1887,11064,1298,1
1677,11064,1299,1
300,11064,1302,9
844,11064,1302,8
2180,11064,1302,9
1241,11064,1302,0
90,11064,1305,9
1074,11064,1305,1
688,11064,1305,2
2426,11064,1306,0
1049,11064,1307,3
178,11064,1307,7
1283,11064,1307,0
1439,11064,1307,3
1161,11064,1308,8
2357,11064,1308,6
2285,11064,1309,9
2057,11064,1309,6
1357,11064,1309,8
1992,11064,1309,1
956,11064,1309,0
2443,11064,1309,2
326,11064,1309,5
1557,11064,1309,1
1828,11064,1310,2
1361,11064,1310,0
2278,11064,1310,2
1523,11064,1310,0
1875,11064,1310,4
890,11064,1310,9
1392,11064,1311,1
1042,11064,1311,8
564,11064,1312,1
754,11064,1312,8
1732,11064,1312,8
1456,11064,1312,5
40,11064,1313,9
500,11064,1313,9
1957,11064,1313,8
1940,11064,1314,9
1325,11064,1314,9
2379,11064,1315,1
1929,11064,1315,1
1318,11064,1316,2
838,11064,1316,2
10,11064,1317,9
1626,11064,1317,8
205,11064,1317,4
1299,11064,1317,1
208,11064,1317,7
1564,11064,1318,8
277,11064,1318,6
1757,11064,1318,6
174,11064,1318,3
1138,11064,1318,2
1048,11064,1320,2
1421,11064,1320,0
1742,11064,1320,6
1822,11064,1321,8
1707,11064,1321,1
125,11064,1323,4
2292,11064,1323,1
1655,11064,1323,9
2188,11064,1324,2
2064,11064,1324,1
705,11064,1324,4
1814,11064,1324,3
828,11064,1324,7
2041,11064,1325,5
1786,11064,1325,5
700,11064,1326,0
2246,11064,1326,0
197,11064,1328,6
2074,11064,1328,8
465,11064,1329,4
2123,11064,1329,0
678,11064,1329,7
190,11064,1329,9
1183,11064,1329,2
765,11064,1330,4
629,11064,1330,3
2221,11064,1330,5
1662,11064,1332,1
1711,11064,1332,5
167,11064,1332,6
55,11064,1332,4
642,11064,1333,1
1200,11064,1334,4
903,11064,1336,7
360,11064,1336,9
520,11064,1336,0
1326,11064,1339,8
878,11064,1341,0
2093,11064,1343,0
820,11064,1344,0
12,11064,1345,1
1760,11064,1345,9
923,11064,1346,0
1155,11064,1347,4
175,11064,1348,4
1045,11064,1350,0
408,11064,1350,7
1277,11064,1350,6
759,11064,1350,1
1707,11064,1350,1
303,11064,1352,2
549,11064,1352,1
1252,11064,1353,8
2068,11064,1353,2
17,11064,1353,6
489,11064,1354,8
1415,11064,1357,9
1822,11064,1362,8
1038,11064,1366,7
1384,11064,1368,8
1083,11064,1369,7
497,11064,1371,6
150,11064,1371,9
255,11064,1373,4
1957,11064,1374,8
1357,11064,1378,8
2045,11064,1380,9
922,11064,1381,8
2193,11064,1383,7
566,11064,1385,0
1770,11064,1385,4
143,11064,1385,2
1821,11064,1385,8
1355,11064,1385,9
849,11064,1386,1
584,11064,1386,3
1069,11064,1386,8
2200,11064,1386,0
1052,11064,1386,6
871,11064,1386,5
705,11064,1387,4
1825,11064,1387,0
1119,11064,1387,1
999,11064,1387,1
1940,11064,1387,9
2158,11064,1387,2
1253,11064,1388,0
1413,11064,1389,7
1785,11064,1389,4
125,11064,1391,4
955,11064,1392,0
1190,11064,1392,9
1774,11064,1392,8
1520,11064,1393,9
1761,11064,1393,8
522,11064,1393,1
2099,11064,1393,3
1559,11064,1393,3
2283,11064,1394,7
2440,11064,1395,0
770,11064,1395,9
542,11064,1395,6
1567,11064,1395,8
261,11064,1396,0
619,11064,1397,8
1526,11064,1397,0
2225,11064,1398,9
2340,11064,1398,4
1730,11064,1400,9
1103,11064,1401,0
1462,11064,1402,8
1181,11064,1403,0
121,11064,1403,0
533,11064,1403,0
370,11064,1403,9
2141,11064,1403,0
2037,11064,1405,1
682,11064,1405,8
721,11064,1405,5
74,11064,1405,3
489,11064,1406,8
1864,11064,1406,8
1483,11064,1406,2
1706,11064,1407,0
245,11064,1407,4
1773,11064,1408,7
2182,11064,1408,8
2204,11064,1408,3
1916,11064,1409,0
48,11064,1410,7
412,11064,1410,1
1960,11064,1411,0
2138,11064,1411,0
2093,11064,1412,0
937,11064,1412,8
2378,11064,1412,0
2080,11064,1413,0
1508,11064,1413,0
2289,11064,1413,1
971,11064,1414,0
1583,11064,1414,0
1696,11064,1414,5
1489,11064,1415,8
884,11064,1416,3
544,11064,1416,8
1302,11064,1416,1
831,11064,1417,8
2236,11064,1417,5
1825,11064,1417,0
2463,11064,1418,7
739,11064,1418,8
2185,11064,1419,0
1043,11064,1420,0
1124,11064,1421,3
1286,11064,1421,0
588,11064,1421,7
2010,11064,1421,4
659,11064,1421,3
69,11064,1421,8
1583,11064,1422,0
2039,11064,1422,3
261,11064,1423,0
