dataid,location,plays,timestamp
217,49,1,1
217,35,1,1
217,20,35,1
217,54,8,1
31,1,2,1
217,53,3,1
217,19,3,1
31,47,2,1
31,19,3,1
217,1,1,1
217,2,1,1
217,18,1,1
217,9,1,1
217,43,1,1
31,53,4,1
80,47,1,1
80,19,1,1
80,9,1,1
80,1,1,1
75,2,1,1
2,0,3,1
54,18,1,1
54,0,1,1
54,39,1,1
54,27,1,1
54,29,1,1
31,0,1,1
31,18,1,1
31,49,1,1
2,47,4,1
31,36,1,1
31,29,1,1
208,20,52,1
31,9,1,1
75,35,3,1
75,39,1,1
75,47,1,1
54,49,2,1
54,9,2,1
54,1,2,1
54,36,2,1
208,49,1,1
208,36,1,1
54,47,2,1
75,43,1,1
75,9,1,1
54,53,4,1
54,35,4,1
54,2,4,1
54,19,4,1
208,54,25,1
54,43,4,1
208,43,1,1
208,2,1,1
75,1,2,1
75,19,2,1
75,36,2,1
208,1,1,1
75,49,2,1
208,9,2,1
208,35,2,1
75,7,1,1
75,18,1,1
208,53,4,1
2,10,2,1
208,19,1,1
2,35,6,1
31,10,1,1
2,20,25,1
54,20,70,1
54,54,18,1
25,47,1,1
218,19,4,1
31,54,11,1
31,20,54,1
218,54,5,1
218,20,27,1
345,39,1,1
345,49,2,1
345,19,3,1
345,54,3,1
345,20,18,1
212,20,27,1
212,54,5,1
212,53,4,1
17,10,1,1
235,53,1,1
235,43,2,1
218,49,2,1
235,54,7,1
235,20,21,1
218,53,3,1
236,20,38,1
17,0,1,1
212,1,1,1
25,18,1,1
25,36,1,1
25,29,1,1
25,9,1,1
25,0,1,1
212,19,1,1
212,39,1,1
212,49,1,1
199,36,1,1
199,9,1,1
199,2,1,1
199,7,1,1
199,1,2,1
25,49,1,1
199,43,2,1
199,35,2,1
199,39,2,1
212,43,2,1
200,7,1,1
17,18,1,1
17,29,1,1
80,53,3,1
80,2,3,1
80,54,9,1
75,54,13,1
218,1,1,1
75,20,49,1
80,20,38,1
218,9,1,1
80,43,2,1
80,35,3,1
75,53,4,1
17,9,1,1
236,53,1,1
17,20,58,1
236,9,2,1
17,54,11,1
17,35,4,1
17,19,3,1
17,2,3,1
17,53,3,1
17,36,2,1
17,43,2,1
17,1,2,1
17,47,2,1
17,49,2,1
236,54,27,1
17,39,1,1
236,19,1,1
200,2,1,1
23,19,2,1
23,49,1,1
23,47,1,1
23,18,1,1
23,0,1,1
23,1,1,1
23,10,1,1
28,43,2,1
28,47,2,1
28,49,2,1
23,35,2,1
23,9,1,1
23,36,1,1
23,43,1,1
23,29,1,1
28,36,2,1
28,1,2,1
28,9,2,1
0,10,2,1
0,19,2,1
0,2,2,1
23,20,46,1
0,20,43,1
0,35,7,1
0,54,5,1
0,0,4,1
0,47,4,1
28,39,1,1
28,18,1,1
28,7,1,1
28,29,1,1
28,0,1,1
28,52,1,1
28,10,1,1
23,54,11,1
0,36,1,1
0,29,1,1
23,2,3,1
23,53,3,1
33,54,11,1
203,53,4,1
33,53,4,1
33,43,3,1
33,35,3,1
203,20,49,1
203,54,17,1
298,43,1,1
298,35,1,1
298,2,1,1
20,0,1,1
20,43,1,1
33,20,50,1
79,54,6,1
79,53,4,1
79,19,3,1
203,49,2,1
203,35,2,1
203,19,3,1
20,18,1,1
79,20,38,1
20,13,1,1
33,10,1,1
33,9,1,1
33,1,1,1
33,49,1,1
33,2,2,1
33,18,1,1
33,47,2,1
33,36,2,1
79,36,1,1
79,49,1,1
20,9,1,1
20,7,1,1
79,43,1,1
79,13,1,1
79,9,1,1
79,1,1,1
79,2,1,1
33,0,1,1
79,35,2,1
33,19,1,1
298,20,13,1
20,20,63,1
20,53,7,1
20,54,6,1
20,19,6,1
20,36,3,1
20,49,3,1
20,35,3,1
203,18,1,1
203,7,1,1
203,9,1,1
203,2,1,1
203,36,1,1
203,43,1,1
203,39,1,1
2293,54,4,1
20,39,2,1
20,1,2,1
20,2,2,1
20,29,2,1
203,1,1,1
20,47,3,1
2439,42,1,2
2439,54,5,2
2434,54,4,2
2434,47,4,2
2434,0,3,2
2434,10,3,2
2439,5,1,2
2434,19,3,2
2434,2,2,2
2439,0,3,2
2439,47,3,2
2439,10,2,2
2434,18,1,2
2434,36,1,2
2434,35,6,2
2434,49,1,2
2434,39,1,2
2434,42,1,2
2434,29,2,2
2593,1,2,2
2486,36,1,2
2521,19,6,2
2521,53,7,2
2521,54,16,2
2482,9,1,2
2482,0,1,2
2482,1,1,2
2482,10,1,2
2521,20,70,2
2482,47,1,2
2482,36,1,2
2482,19,1,2
2482,29,1,2
2434,20,47,2
2439,35,6,2
212,18,1,2
2439,20,30,2
2588,20,50,2
2486,29,1,2
2484,35,5,2
2484,53,8,2
2484,54,14,2
2484,20,77,2
2591,20,35,2
2591,54,7,2
2591,53,2,2
2591,19,2,2
2591,1,2,2
2591,36,1,2
2591,29,1,2
2591,35,1,2
2591,27,1,2
2591,43,1,2
2591,18,1,2
2591,9,1,2
2482,18,1,2
2484,19,4,2
2486,9,1,2
2484,43,4,2
2484,1,4,2
199,20,14,2
2486,27,1,2
2486,19,1,2
2486,1,1,2
2486,49,1,2
2599,9,1,2
2599,53,1,2
2599,1,2,2
2599,54,13,2
2599,20,24,2
2484,2,4,2
2608,46,1,2
2484,49,2,2
2608,35,1,2
54,20,15,2
1593,7,2,2
1593,39,2,2
1593,43,2,2
2475,36,2,2
2475,43,2,2
2475,47,2,2
2475,1,2,2
2475,18,2,2
2475,9,2,2
2475,27,1,2
2475,0,1,2
2475,49,1,2
23,35,1,2
2475,29,2,2
2549,20,99,2
2549,54,37,2
2549,53,8,2
2589,18,1,2
2589,49,1,2
2549,1,5,2
2475,53,3,2
2475,35,3,2
2475,19,3,2
1593,18,3,2
1593,47,3,2
23,53,1,2
2562,27,1,2
2562,19,1,2
2562,9,1,2
1593,37,1,2
1593,27,1,2
1593,52,1,2
1593,13,1,2
1593,28,1,2
2562,53,1,2
2562,35,1,2
2562,36,1,2
54,54,4,2
2562,20,31,2
2562,54,8,2
2562,43,2,2
2562,2,1,2
2562,1,1,2
298,20,16,2
1593,29,4,2
2549,36,2,2
2549,49,2,2
1593,49,4,2
2549,18,2,2
1593,36,5,2
1593,35,5,2
1593,2,5,2
298,35,1,2
298,2,1,2
2589,20,39,2
2589,54,12,2
2589,19,3,2
298,43,1,2
2589,53,2,2
2549,9,4,2
2589,1,2,2
2475,20,58,2
2475,54,13,2
2475,2,4,2
2589,36,1,2
2589,43,1,2
2589,29,1,2
2589,9,2,2
2549,35,3,2
2549,43,3,2
2549,2,3,2
2549,19,3,2
75,35,1,2
2486,43,2,2
2486,35,2,2
2484,9,2,2
2484,47,2,2
2486,20,45,2
2486,54,9,2
2486,2,4,2
2588,2,1,2
2588,19,1,2
2588,53,1,2
2588,9,2,2
2588,1,3,2
2588,54,29,2
2486,53,3,2
2486,47,2,2
2440,20,35,2
2608,20,29,2
2608,54,7,2
2608,53,3,2
2608,43,3,2
2608,1,1,2
2608,19,1,2
2440,35,7,2
2440,2,6,2
2440,47,3,2
2440,0,3,2
2440,10,2,2
2440,42,1,2
2484,18,1,2
2484,29,2,2
2484,27,2,2
2484,39,2,2
2484,36,2,2
54,2,1,2
54,35,1,2
23,54,5,2
23,20,16,2
2608,27,1,2
2430,42,1,2
2430,47,3,2
2430,20,39,2
2430,35,13,2
2430,0,5,2
2430,10,4,2
2430,5,1,2
2521,27,2,2
2631,54,19,2
2631,20,28,2
2594,39,1,2
2594,49,1,2
2594,29,1,2
2594,36,1,2
2594,18,1,2
2594,1,2,2
2594,9,2,2
2482,54,6,2
447,53,1,2
447,19,1,2
447,35,1,2
2631,9,2,2
2594,53,3,2
2594,19,3,2
200,20,20,2
2594,54,12,2
2594,20,41,2
2436,20,33,2
236,54,4,2
2556,43,3,2
2556,1,3,2
2556,53,3,2
2556,9,2,2
2556,36,2,2
2556,35,2,2
2556,19,3,2
447,20,23,2
447,54,6,2
447,2,2,2
2631,1,1,2
2436,42,1,2
2436,35,8,2
2436,54,4,2
2436,47,3,2
2436,0,3,2
2436,10,2,2
2556,27,1,2
2556,49,1,2
2556,39,1,2
2556,2,1,2
2436,29,1,2
310,2,2,2
2577,53,5,2
2577,19,5,2
2554,18,1,2
2554,37,1,2
2554,27,1,2
2554,47,1,2
2554,13,1,2
2554,49,5,2
2554,19,6,2
2554,9,7,2
2554,1,7,2
2554,53,9,2
2554,54,66,2
2554,20,139,2
2577,20,50,2
2577,54,10,2
2554,2,2,2
2554,7,2,2
2554,43,2,2
2554,39,3,2
2554,36,3,2
2554,35,3,2
2554,29,2,2
2592,43,1,2
2523,53,1,2
2523,49,1,2
2523,47,1,2
2523,18,1,2
2523,36,1,2
2523,29,1,2
2523,27,1,2
200,54,6,2
2577,43,1,2
2523,9,1,2
2577,29,1,2
2577,39,1,2
2577,7,1,2
2577,1,3,2
200,1,1,2
200,53,1,2
200,43,1,2
2592,20,29,2
2592,54,7,2
2592,53,4,2
2592,1,2,2
2592,35,2,2
2592,19,1,2
2482,20,37,2
2577,2,1,2
2577,18,1,2
2577,9,2,2
2577,36,2,2
2577,49,2,2
2521,39,1,2
2595,9,4,2
2521,47,1,2
2521,29,1,2
2521,2,1,2
2482,53,2,2
2521,7,1,2
2521,18,1,2
2521,13,1,2
2521,43,1,2
2431,42,1,2
2431,5,1,2
2521,9,2,2
2431,20,36,2
2431,35,11,2
2431,10,4,2
2431,0,4,2
2431,47,3,2
2521,49,2,2
2482,35,2,2
2521,35,2,2
2595,1,2,2
2595,19,2,2
2595,49,1,2
2595,36,1,2
2595,35,1,2
2595,39,1,2
2595,2,1,2
3043,20,18,2
2595,53,5,2
2597,53,2,2
2597,19,2,2
2597,1,2,2
2597,2,1,2
2597,27,1,2
2597,9,1,2
2597,36,1,2
2597,49,1,2
649,53,1,2
2597,54,8,2
2521,1,3,2
649,54,9,2
2597,20,31,2
3043,54,11,2
649,20,18,2
2595,20,70,2
2521,36,3,2
2595,54,39,2
3043,53,1,2
2556,20,66,2
2556,54,26,2
2669,20,14,2
2669,54,4,2
2523,20,43,2
2,35,1,2
2523,54,8,2
208,36,2,2
2523,35,2,2
2523,2,2,2
2523,43,2,2
2523,1,2,2
2523,19,2,2
208,54,5,2
2493,36,1,2
345,19,1,2
2493,27,1,2
2651,53,1,2
2493,29,1,2
2493,53,1,2
2493,49,1,2
2493,1,1,2
2493,47,2,2
2493,43,2,2
2493,35,2,2
2493,19,2,2
2493,2,2,2
2493,54,10,2
2493,20,42,2
2493,9,1,2
3043,9,1,2
2482,2,3,2
2516,20,67,2
2586,36,2,2
2516,54,23,2
2622,9,1,2
2622,53,1,2
2622,19,1,2
2622,1,1,2
2622,2,1,2
2586,9,2,2
687,54,28,2
687,53,4,2
687,1,4,2
687,35,4,2
687,19,3,2
687,9,3,2
687,2,2,2
687,43,2,2
687,49,2,2
2293,20,28,2
2586,29,1,2
2586,7,1,2
2586,43,1,2
2586,18,1,2
2293,54,13,2
2586,2,1,2
687,20,76,2
2622,20,28,2
2293,35,1,2
2293,1,1,2
2293,2,1,2
2293,9,1,2
2586,39,2,2
2538,36,1,2
2538,2,1,2
2538,19,1,2
2538,18,1,2
2516,53,4,2
2622,54,14,2
2538,9,1,2
0,35,1,2
288,54,5,2
2538,53,4,2
2429,19,1,2
2429,29,1,2
2429,36,1,2
2429,5,1,2
2429,9,1,2
2429,42,2,2
2586,20,60,2
2509,35,1,2
2509,20,12,2
2429,10,5,2
2538,35,2,2
2538,43,2,2
2538,1,2,2
2429,35,12,2
2429,54,8,2
687,7,1,2
687,29,1,2
2429,20,58,2
2293,53,1,2
687,18,1,2
2586,1,3,2
687,39,1,2
687,37,1,2
687,36,1,2
687,47,1,2
2429,0,7,2
2429,47,6,2
2516,19,3,2
2516,9,3,2
2516,35,3,2
2516,2,3,2
2516,1,3,2
2516,49,2,2
2516,36,1,2
2516,39,1,2
2516,18,1,2
2516,47,1,2
2586,49,4,2
2586,19,5,2
2586,53,7,2
2586,54,12,2
2516,29,1,2
2584,20,60,2
2584,54,25,2
2584,1,4,2
2584,9,3,2
2535,9,1,2
2535,36,1,2
2802,20,12,2
2535,35,2,2
2535,43,2,2
2535,19,2,2
2535,2,2,2
2593,35,1,2
2593,19,1,2
2615,54,8,2
2615,19,5,2
2593,53,5,2
2593,54,6,2
2593,20,31,2
2615,53,3,2
2615,20,44,2
2535,1,3,2
2593,49,1,2
28,54,4,2
2615,36,2,2
2615,49,2,2
28,20,13,2
2593,36,1,2
2615,7,1,2
2615,9,1,2
2615,1,1,2
2615,39,1,2
2615,35,1,2
2615,43,1,2
2615,13,1,2
2615,2,1,2
2583,49,1,2
2583,43,1,2
2583,19,1,2
2584,43,2,2
2583,53,3,2
2584,49,1,2
2584,7,1,2
2584,39,1,2
2584,36,1,2
2584,2,1,2
2583,9,2,2
2585,20,69,2
2596,9,1,2
2596,2,1,2
2596,36,1,2
2596,35,1,2
2596,20,40,2
2596,54,12,2
2596,53,3,2
2596,1,2,2
2596,43,2,2
2596,27,1,2
2596,19,1,2
2585,54,26,2
2535,53,4,2
2535,54,15,2
2535,20,47,2
2802,35,1,2
2587,36,1,2
2587,53,1,2
2587,35,1,2
2587,39,1,2
2587,2,1,2
2587,19,2,2
2587,43,2,2
2587,49,2,2
2587,9,2,2
2585,53,5,2
2587,1,3,2
2583,54,23,2
2587,54,17,2
2587,20,47,2
2584,53,3,2
2584,19,3,2
2583,1,4,2
2583,20,46,2
2585,39,1,2
2585,43,1,2
2585,18,1,2
2585,7,1,2
2585,36,1,2
2585,2,2,2
2585,49,2,2
2585,9,3,2
2585,19,3,2
2585,1,3,2
2585,35,3,2
2585,29,1,2
2435,20,35,2
2435,35,8,2
2435,47,4,2
2551,54,8,2
2551,35,2,2
2428,35,15,2
2598,54,11,2
2598,20,36,2
2428,42,2,2
2428,5,2,2
2428,20,61,2
2428,10,5,2
2428,47,8,2
2428,54,8,2
2551,2,2,2
1593,1,8,2
1593,9,8,2
2428,0,7,2
2617,20,41,2
2617,54,25,2
2617,9,2,2
2617,53,1,2
2617,19,1,2
2538,20,49,2
1593,19,7,2
2551,20,31,2
2435,0,3,2
1593,54,75,2
2435,10,3,2
2598,36,1,2
2551,1,1,2
2598,2,1,2
2598,9,1,2
2598,18,1,2
2551,19,1,2
2551,53,1,2
2551,43,1,2
2598,19,3,2
2598,53,3,2
1593,53,14,2
2551,9,1,2
2598,1,2,2
2551,27,1,2
2617,1,1,2
2549,46,1,2
2435,42,1,2
2549,27,1,2
2538,54,16,2
1593,20,176,2
2549,47,1,2
2549,33,1,2
2549,37,1,2
2549,29,1,2
2549,39,1,2
2549,7,1,2
2598,53,3,3
2585,49,2,3
2598,54,10,3
2585,9,3,3
2585,19,3,3
2585,35,3,3
2585,1,3,3
447,19,1,3
447,35,1,3
447,53,1,3
447,2,2,3
447,54,6,3
54,20,16,3
447,20,23,3
2585,2,2,3
2585,39,1,3
2585,36,1,3
2585,7,1,3
2585,29,1,3
2585,18,1,3
2598,19,3,3
2585,43,1,3
2549,53,8,3
2475,19,3,3
2475,35,3,3
2475,53,3,3
2475,9,2,3
2475,1,2,3
2475,18,2,3
2475,43,2,3
2475,36,2,3
2594,1,2,3
2535,1,3,3
2594,9,2,3
2535,53,4,3
2535,54,14,3
2535,20,47,3
2802,35,1,3
2475,29,2,3
2556,54,25,3
2594,29,1,3
2594,36,1,3
2594,39,1,3
2594,18,1,3
2549,54,35,3
2598,1,2,3
2549,20,98,3
2598,2,2,3
2596,1,2,3
2596,43,2,3
2596,53,3,3
2596,54,12,3
2596,20,39,3
2475,47,2,3
23,35,1,3
23,53,1,3
2556,20,67,3
2594,49,1,3
2583,9,2,3
2475,0,1,3
2556,49,2,3
2556,35,2,3
2583,53,3,3
236,54,4,3
2587,49,2,3
2583,54,23,3
2587,1,3,3
2587,54,17,3
2587,20,48,3
2583,1,4,3
2436,35,8,3
2436,20,35,3
2585,54,26,3
2585,20,71,3
2587,9,2,3
2556,36,2,3
2556,53,3,3
2556,1,3,3
2556,19,3,3
2556,43,3,3
2556,9,3,3
2475,27,1,3
2475,49,1,3
2587,43,2,3
2556,27,1,3
2556,39,1,3
2585,53,5,3
2583,19,1,3
2583,49,1,3
2587,19,2,3
2583,20,46,3
2583,43,1,3
2436,47,4,3
2436,42,1,3
2436,29,1,3
2556,2,1,3
2587,2,1,3
2587,35,1,3
2587,39,1,3
2436,10,2,3
2587,36,1,3
2436,0,3,3
2587,53,1,3
2436,54,4,3
2598,20,37,3
2589,43,1,3
2615,39,2,3
2615,36,2,3
2549,46,1,3
2617,1,1,3
2617,53,1,3
2617,19,1,3
2617,9,2,3
2617,54,26,3
2617,20,43,3
28,20,14,3
2615,43,1,3
2615,9,1,3
2615,7,1,3
2615,2,1,3
2615,49,2,3
2549,47,1,3
2615,53,3,3
2549,37,1,3
2549,7,1,3
2549,27,1,3
2592,19,1,3
2592,43,1,3
2615,35,1,3
2615,13,1,3
2615,18,1,3
2615,29,1,3
2592,35,2,3
2592,1,2,3
2615,1,1,3
2592,53,5,3
2592,54,7,3
2592,20,29,3
2549,18,2,3
2554,39,3,3
2554,36,3,3
2554,35,3,3
2554,43,3,3
2554,2,2,3
2554,7,2,3
2554,29,2,3
2554,49,5,3
200,53,1,3
200,43,1,3
2554,20,135,3
2554,54,62,3
2554,53,9,3
2554,9,7,3
2554,1,7,3
2554,19,6,3
2615,20,44,3
2554,47,1,3
2554,37,1,3
2554,18,1,3
2615,54,8,3
28,54,4,3
2554,27,1,3
2554,13,1,3
2615,19,6,3
310,2,2,3
2549,33,1,3
2549,29,2,3
2594,20,42,3
2594,54,12,3
2594,19,4,3
2475,2,4,3
2598,9,1,3
2598,18,1,3
2598,36,1,3
2598,49,1,3
2589,29,1,3
2475,54,13,3
2535,36,1,3
2535,9,1,3
2535,18,1,3
2802,20,13,3
2589,18,1,3
2549,1,5,3
2589,49,1,3
2589,36,1,3
2535,43,2,3
2535,19,2,3
2535,35,2,3
2535,2,2,3
2594,53,3,3
2475,20,62,3
2523,18,1,3
2523,27,1,3
2523,9,1,3
2523,36,1,3
2523,29,1,3
2523,49,1,3
2549,43,3,3
2549,49,3,3
2549,35,3,3
2549,36,2,3
2549,39,2,3
2589,9,2,3
2589,20,40,3
2549,19,4,3
2549,9,4,3
2549,2,4,3
2589,54,12,3
2589,19,3,3
2589,53,3,3
2589,1,2,3
2516,29,1,3
2516,18,1,3
2516,36,1,3
2521,53,8,3
2521,54,16,3
2521,20,72,3
2516,49,2,3
2521,19,7,3
2591,27,1,3
2591,43,1,3
2484,54,13,3
2484,53,8,3
2484,19,5,3
2484,35,5,3
2484,2,4,3
2484,1,4,3
2484,43,4,3
2599,20,25,3
2599,54,14,3
2599,1,2,3
2599,9,1,3
2599,53,1,3
2486,1,1,3
2484,20,78,3
2591,36,1,3
2591,35,1,3
2591,18,1,3
2591,9,1,3
2516,47,1,3
2516,39,1,3
2591,29,1,3
2591,1,2,3
2591,19,2,3
2591,53,3,3
2591,54,5,3
2591,20,34,3
2521,49,3,3
2516,1,3,3
2516,35,3,3
2516,9,3,3
2608,43,3,3
2608,53,4,3
2608,54,6,3
2608,20,27,3
2509,35,1,3
2509,20,13,3
2608,1,1,3
2608,19,1,3
2608,27,1,3
2440,42,1,3
2440,5,1,3
2440,10,2,3
2440,0,3,3
2440,47,4,3
2440,20,36,3
2440,2,6,3
2486,20,46,3
2486,54,9,3
2588,19,1,3
2588,49,1,3
2486,53,4,3
2486,2,4,3
2588,9,2,3
2588,53,2,3
2588,1,3,3
2588,54,29,3
2486,35,2,3
2486,47,2,3
2486,43,2,3
2486,19,2,3
2484,27,2,3
2484,29,2,3
2484,39,2,3
2484,49,2,3
2484,36,2,3
2484,47,2,3
2484,9,2,3
2486,9,1,3
2486,49,1,3
2486,36,1,3
2486,29,1,3
2486,27,1,3
212,18,1,3
199,20,14,3
2588,20,51,3
2434,20,51,3
2434,36,2,3
2434,29,2,3
2434,39,1,3
2434,49,1,3
2434,42,1,3
2434,18,1,3
2434,35,6,3
2434,47,5,3
2434,19,3,3
2434,0,4,3
2434,54,4,3
2434,2,3,3
2434,10,3,3
2493,54,10,3
2493,19,2,3
2493,35,2,3
2493,43,2,3
2493,2,2,3
5032,20,26,3
2435,5,1,3
5032,54,7,3
2523,35,2,3
2562,9,1,3
2562,2,1,3
2562,27,1,3
2523,43,2,3
2523,47,2,3
2523,53,2,3
2523,2,2,3
2523,19,3,3
2523,54,8,3
2562,19,1,3
2562,1,1,3
2493,20,43,3
5032,10,1,3
5032,19,1,3
5032,5,1,3
5032,0,1,3
5032,47,3,3
5032,35,3,3
2435,29,1,3
288,54,5,3
2523,20,44,3
2493,47,2,3
2493,9,1,3
2493,1,1,3
3043,9,1,3
3043,53,1,3
2493,49,1,3
3043,54,11,3
3043,20,18,3
2595,39,1,3
2595,2,1,3
2595,36,1,3
2595,18,1,3
2435,47,4,3
2435,0,4,3
2595,49,1,3
2523,1,2,3
2493,39,1,3
2493,29,1,3
2493,53,2,3
2435,42,1,3
2493,36,1,3
2651,53,1,3
2651,1,1,3
2435,10,3,3
345,19,1,3
2493,27,1,3
2435,35,9,3
208,36,2,3
2562,36,1,3
2596,19,1,3
2440,35,7,3
2596,27,1,3
2596,2,1,3
2596,9,1,3
2669,54,4,3
2669,20,14,3
2596,36,1,3
54,54,4,3
2562,20,31,3
2562,54,8,3
2562,43,2,3
2562,53,2,3
208,54,5,3
2562,35,1,3
