dataid,location,plays,timestamp
2475,43,2,2
1593,7,2,2
1593,39,2,2
1593,43,2,2
2554,7,2,2
2585,54,26,2
2554,53,9,2
2586,19,5,2
2554,2,2,2
2484,43,4,2
2484,19,4,2
2484,2,4,2
2556,2,1,2
2586,49,4,2
2484,1,4,2
2554,29,2,2
2554,43,2,2
2475,54,13,2
2475,20,58,2
2475,2,4,2
2484,54,14,2
687,37,1,2
2586,7,1,2
687,39,1,2
2516,20,67,2
2554,9,7,2
687,36,1,2
687,47,1,2
1593,49,4,2
1593,29,4,2
2586,1,3,2
2554,1,7,2
28,54,4,2
2586,2,1,2
2586,29,1,2
2516,53,4,2
2521,20,70,2
2549,53,8,2
2484,35,5,2
2586,39,2,2
2586,36,2,2
2586,9,2,2
2516,49,2,2
1593,47,3,2
1593,18,3,2
2521,54,16,2
2521,19,6,2
200,20,20,2
2549,54,37,2
2482,54,6,2
687,20,76,2
54,2,1,2
54,35,1,2
2521,27,2,2
2556,20,66,2
687,54,28,2
1593,13,1,2
1593,52,1,2
1593,27,1,2
1593,28,1,2
1593,37,1,2
1593,9,8,2
1593,1,8,2
2556,54,26,2
1593,19,7,2
2585,29,1,2
2585,36,1,2
2585,7,1,2
2585,18,1,2
2585,43,1,2
2549,43,3,2
2585,39,1,2
2585,53,5,2
2549,35,3,2
2549,2,3,2
2475,19,3,2
2521,1,3,2
2549,19,3,2
2482,20,37,2
2521,36,3,2
2516,1,3,2
687,43,2,2
1593,53,14,2
2484,20,77,2
2554,20,139,2
2482,53,2,2
2482,35,2,2
2554,37,1,2
2554,18,1,2
1593,20,176,2
2554,27,1,2
687,49,2,2
687,2,2,2
2556,1,3,2
2556,53,3,2
2556,19,3,2
2521,9,2,2
2554,19,6,2
75,35,1,2
2516,19,3,2
2516,9,3,2
2516,35,3,2
2585,20,69,2
2516,2,3,2
2651,53,1,2
2554,47,1,2
2549,46,1,2
2549,47,1,2
2554,13,1,2
2549,27,1,2
2549,7,1,2
2549,29,1,2
2549,33,1,2
200,54,6,2
2549,37,1,2
2549,39,1,2
2556,43,3,2
2484,47,2,2
2516,47,1,2
2475,35,3,2
2549,18,2,2
2521,49,2,2
2549,36,2,2
687,53,4,2
687,1,4,2
687,35,4,2
2521,35,2,2
2475,53,3,2
2516,36,1,2
2516,29,1,2
2516,39,1,2
2516,18,1,2
2549,20,99,2
2484,18,1,2
2484,29,2,2
2484,27,2,2
2549,49,2,2
2484,39,2,2
687,9,3,2
2484,36,2,2
2484,9,2,2
687,19,3,2
2484,49,2,2
2482,2,3,2
2521,49,3,3
2521,1,3,3
2521,36,3,3
2521,53,8,3
1593,1,8,3
1593,9,8,3
1593,19,8,3
2556,20,67,3
200,43,1,3
200,53,1,3
2516,9,3,3
2516,1,3,3
2516,35,3,3
54,35,1,3
2516,49,2,3
2521,19,7,3
1593,53,15,3
2554,20,135,3
2554,54,62,3
199,20,14,3
28,20,14,3
1593,54,75,3
2554,53,9,3
2521,20,72,3
2521,54,16,3
2554,1,7,3
2554,9,7,3
2521,9,2,3
2521,27,2,3
28,54,4,3
2549,49,3,3
2549,39,2,3
2549,36,2,3
2549,29,2,3
2549,18,2,3
2549,43,3,3
2521,7,1,3
2521,29,1,3
2521,39,1,3
2521,13,1,3
2521,18,1,3
2521,43,1,3
2521,47,1,3
2521,2,1,3
2586,29,2,3
2586,36,2,3
2586,9,2,3
2516,20,70,3
54,54,4,3
2586,19,6,3
2586,49,4,3
2586,1,3,3
2586,39,3,3
75,35,1,3
2586,53,8,3
2554,7,2,3
2554,19,6,3
1593,20,181,3
2586,18,1,3
2549,1,5,3
2585,1,3,3
2585,35,3,3
2585,9,3,3
2585,19,3,3
2554,49,5,3
2549,2,4,3
2549,9,4,3
2549,19,4,3
2516,54,23,3
2585,49,2,3
2585,2,2,3
2586,7,1,3
2586,2,1,3
2554,2,2,3
2554,29,2,3
2554,43,3,3
2554,36,3,3
2554,35,3,3
2554,39,3,3
2586,43,1,3
2585,43,1,3
2585,39,1,3
2585,36,1,3
2549,35,3,3
2554,37,1,3
2554,47,1,3
2554,18,1,3
2554,27,1,3
2554,13,1,3
2651,1,1,3
2651,53,1,3
54,20,16,3
2586,20,62,3
2585,18,1,3
2585,29,1,3
2586,54,12,3
2585,7,1,3
2521,35,2,3
2482,49,1,3
2482,47,1,3
2482,36,1,3
2549,46,1,3
2484,54,13,3
2549,47,1,3
2549,27,1,3
2482,29,1,3
2549,7,1,3
2484,19,5,3
2484,35,5,3
687,37,1,3
687,36,1,3
687,29,1,3
687,18,1,3
687,47,1,3
1593,47,3,3
2482,10,1,3
2482,9,1,3
2482,0,1,3
2549,53,8,3
2482,18,1,3
2549,37,1,3
2585,54,26,3
2484,53,8,3
2549,33,1,3
1593,52,1,3
1593,28,1,3
1593,27,1,3
1593,37,1,3
1593,13,1,3
1593,4,1,3
687,54,27,3
2556,39,1,3
2556,27,1,3
687,7,1,3
2556,2,1,3
2475,2,4,3
1593,43,2,3
687,1,3,3
2484,7,1,3
2484,37,1,3
2484,27,2,3
2484,29,2,3
2484,36,2,3
2484,39,2,3
2484,49,2,3
2484,47,2,3
2484,9,2,3
687,39,2,3
2484,18,1,3
2482,35,3,3
2482,2,3,3
2482,53,3,3
200,54,6,3
2549,20,98,3
2482,19,2,3
687,49,3,3
687,43,3,3
687,2,2,3
687,9,2,3
2482,1,2,3
2484,2,4,3
2484,1,4,3
2484,43,4,3
687,53,4,3
687,35,4,3
2516,47,1,3
1593,7,2,3
2475,54,13,3
2475,20,62,3
1593,39,2,3
2516,18,1,3
2516,29,1,3
2516,36,1,3
2516,39,1,3
687,19,4,3
1593,2,5,3
2484,20,78,3
2585,20,71,3
2556,1,3,3
2482,20,40,3
2556,53,3,3
2516,2,4,3
2556,19,3,3
2556,9,3,3
1593,36,6,3
1593,29,5,3
1593,35,5,3
2475,49,1,3
2549,54,35,3
200,20,19,3
2475,19,3,3
2475,35,3,3
2475,53,3,3
2482,54,7,3
2475,9,2,3
2475,1,2,3
2475,18,2,3
2475,43,2,3
2475,36,2,3
2475,29,2,3
2475,47,2,3
2516,53,4,3
2556,49,2,3
2516,19,4,3
2556,35,2,3
2556,36,2,3
2475,0,1,3
2475,27,1,3
1593,49,5,3
2556,54,25,3
2556,43,3,3
1593,18,4,3
2585,53,5,3
687,20,76,3
28,7,1,4
75,19,2,4
75,36,2,4
75,1,2,4
20,43,2,4
20,29,2,4
20,39,2,4
199,9,2,4
20,2,2,4
28,52,1,4
28,0,1,4
199,2,2,4
199,1,2,4
199,43,2,4
20,1,2,4
75,54,14,4
199,39,2,4
75,49,2,4
54,43,4,4
54,19,4,4
54,35,4,4
200,36,3,4
200,49,3,4
28,20,82,4
200,54,11,4
54,53,4,4
200,35,2,4
75,35,3,4
75,53,4,4
199,35,3,4
28,39,1,4
75,39,1,4
28,35,4,4
28,2,4,4
199,7,1,4
199,47,1,4
199,36,1,4
20,36,3,4
20,47,3,4
20,49,3,4
54,2,5,4
75,43,1,4
28,19,4,4
200,53,6,4
75,20,54,4
200,1,2,4
200,43,5,4
54,39,1,4
199,29,1,4
20,7,1,4
20,9,1,4
20,10,1,4
20,13,1,4
20,18,1,4
20,0,1,4
28,36,2,4
28,49,2,4
28,43,2,4
28,47,2,4
200,20,57,4
200,19,4,4
28,53,5,4
28,18,1,4
20,54,7,4
20,53,7,4
199,54,17,4
20,35,4,4
199,20,62,4
20,19,5,4
20,20,67,4
28,29,1,4
200,39,1,4
54,54,19,4
28,9,3,4
54,29,1,4
28,10,1,4
54,18,1,4
54,20,73,4
200,2,1,4
200,9,1,4
200,27,1,4
54,0,1,4
200,29,1,4
200,18,1,4
54,27,1,4
200,47,1,4
200,7,1,4
28,1,3,4
75,18,1,4
199,49,4,4
54,49,2,4
54,47,2,4
54,1,2,4
54,9,2,4
54,36,2,4
199,19,5,4
75,47,1,4
28,54,24,4
199,53,4,4
75,7,1,4
75,2,1,4
75,9,1,4
20,49,3,5
200,35,2,5
200,47,2,5
20,36,3,5
75,54,16,5
2816,43,4,5
2651,2,2,5
2651,13,1,5
20,19,5,5
2651,18,1,5
2651,37,1,5
2482,7,3,5
2651,43,2,5
2816,35,4,5
2651,39,2,5
2816,53,9,5
2651,35,2,5
2816,54,24,5
2482,20,175,5
2482,44,2,5
2651,9,2,5
2816,20,97,5
2816,49,4,5
200,1,2,5
2482,13,2,5
20,35,4,5
20,47,4,5
2816,19,6,5
2482,0,2,5
20,43,2,5
20,0,1,5
20,7,1,5
20,10,1,5
20,13,1,5
20,27,1,5
2482,29,4,5
2482,39,4,5
2482,18,4,5
2482,19,13,5
200,39,1,5
200,18,1,5
200,27,1,5
200,29,1,5
2816,18,1,5
2482,49,8,5
2482,43,6,5
200,54,15,5
200,20,64,5
2482,47,7,5
2482,36,7,5
2482,2,7,5
2482,35,7,5
2482,1,5,5
2816,39,2,5
2816,7,2,5
2816,27,1,5
20,39,2,5
200,7,1,5
75,35,4,5
2651,19,5,5
75,36,2,5
75,1,2,5
2651,1,4,5
2651,49,4,5
75,20,60,5
75,2,2,5
2651,47,3,5
2651,36,3,5
200,9,2,5
20,18,2,5
20,29,2,5
20,9,2,5
20,2,2,5
20,1,2,5
75,47,2,5
75,49,2,5
2482,53,19,5
75,53,5,5
28,19,3,5
2651,20,80,5
2816,0,1,5
2482,9,5,5
2816,13,1,5
2816,29,1,5
2816,46,1,5
54,20,61,5
2482,54,35,5
2816,36,3,5
2816,47,3,5
200,19,3,5
2651,53,14,5
2816,9,3,5
200,49,3,5
200,36,3,5
2651,54,13,5
2816,1,3,5
2816,2,3,5
200,2,1,5
2651,29,1,5
2651,7,1,5
54,19,3,5
54,2,3,5
75,18,1,5
54,47,2,5
54,1,2,5
199,20,89,5
199,54,25,5
28,54,19,5
75,19,1,5
75,7,1,5
75,39,1,5
75,29,1,5
75,0,1,5
199,53,6,5
199,19,5,5
54,43,3,5
75,10,1,5
54,49,2,5
199,43,4,5
75,9,1,5
199,49,4,5
54,35,4,5
54,53,4,5
28,20,66,5
28,9,2,5
2651,28,1,5
28,49,2,5
28,43,2,5
28,36,2,5
28,1,2,5
28,47,2,5
2482,5,1,5
2482,10,1,5
2482,4,1,5
2482,28,1,5
2482,27,1,5
2482,42,1,5
2482,33,1,5
2482,37,1,5
2482,46,1,5
2482,51,1,5
2482,52,1,5
75,43,1,5
2482,45,1,5
28,53,4,5
28,35,4,5
199,18,1,5
199,13,1,5
199,7,1,5
28,29,1,5
28,0,1,5
54,36,1,5
200,53,5,5
54,27,1,5
54,9,1,5
54,0,1,5
200,43,6,5
28,18,1,5
28,39,1,5
28,10,1,5
199,46,1,5
20,20,74,5
20,54,10,5
20,53,7,5
199,29,2,5
199,44,1,5
199,27,1,5
199,39,2,5
54,29,1,5
199,9,3,5
199,47,2,5
54,54,15,5
28,2,3,5
199,35,3,5
199,36,3,5
199,2,3,5
199,1,3,5
1593,54,5,6
200,53,1,6
200,1,1,6
1593,53,1,6
200,20,18,6
1593,20,16,6
2482,20,18,6
1593,36,5,7
2585,19,3,7
1593,35,5,7
2585,35,3,7
2585,9,3,7
687,1,3,7
2585,20,67,7
1593,2,5,7
2585,1,3,7
1593,53,16,7
2554,20,121,7
2516,19,4,7
1593,29,5,7
1593,13,1,7
1593,4,1,7
1593,27,1,7
1593,28,1,7
1593,37,1,7
2516,20,69,7
1593,52,1,7
2484,20,78,7
687,43,3,7
2554,13,1,7
2554,18,1,7
2554,27,1,7
1593,1,8,7
1593,19,8,7
1593,9,8,7
2484,9,2,7
2484,29,2,7
2484,27,2,7
2484,36,2,7
2484,47,2,7
2484,49,2,7
2585,54,24,7
2554,7,1,7
2554,47,1,7
2556,19,4,7
2516,53,4,7
2549,1,5,7
2556,43,3,7
2484,18,1,7
2484,39,1,7
2549,20,94,7
2556,1,3,7
2556,53,3,7
2554,37,1,7
2556,20,66,7
2556,54,24,7
687,19,4,7
2484,53,9,7
2554,9,6,7
2554,19,6,7
1593,47,4,7
2484,35,5,7
2554,53,8,7
2554,1,7,7
2516,47,2,7
1593,49,4,7
687,39,1,7
2516,1,3,7
2549,53,8,7
2556,2,1,7
2554,35,3,7
2554,36,3,7
2554,43,3,7
2585,49,2,7
2516,54,23,7
2549,19,4,7
2549,9,4,7
687,54,26,7
2556,27,1,7
2556,39,1,7
75,35,1,7
687,7,1,7
687,18,1,7
2484,54,12,7
687,47,1,7
2516,9,3,7
1593,20,179,7
2516,35,3,7
2549,54,33,7
687,36,1,7
2554,49,5,7
687,20,74,7
687,29,1,7
1593,18,4,7
2549,2,3,7
2554,54,53,7
2484,2,4,7
2484,1,4,7
2484,43,4,7
2516,49,2,7
2554,29,2,7
2484,19,5,7
2556,9,2,7
2556,35,2,7
2556,49,2,7
2556,36,2,7
1593,54,74,7
687,35,4,7
2549,35,3,7
2549,43,3,7
2516,2,4,7
2549,49,3,7
1593,43,2,7
687,53,4,7
687,49,2,7
1593,7,2,7
687,9,2,7
687,2,2,7
2554,2,2,7
2554,39,2,7
1593,39,2,7
2585,39,1,7
2549,36,2,7
2549,18,2,7
54,35,1,7
2475,27,1,7
2475,0,1,7
2475,49,1,7
2586,19,6,7
2586,49,4,7
2586,1,3,7
2586,36,2,7
2586,39,2,7
2521,29,1,7
2521,39,1,7
2521,43,1,7
2521,52,1,7
2521,7,1,7
2521,13,1,7
2521,18,1,7
28,54,4,7
54,20,16,7
2586,20,61,7
2586,54,11,7
2586,53,8,7
54,54,4,7
2585,43,1,7
2585,36,1,7
2585,29,1,7
2585,2,1,7
2585,18,1,7
2585,7,1,7
199,20,13,7
28,20,13,7
2521,20,74,7
2521,54,16,7
2521,53,9,7
2521,49,2,7
2521,47,2,7
2521,9,2,7
2521,2,2,7
2521,35,2,7
2521,27,2,7
2586,18,1,7
2586,9,1,7
2586,7,1,7
2586,43,1,7
2521,36,3,7
2521,1,3,7
2521,19,7,7
2586,29,1,7
2549,29,1,7
2549,33,1,7
2549,37,1,7
2549,7,1,7
2516,39,1,7
2516,29,1,7
200,43,1,7
2482,20,40,7
200,53,1,7
2516,36,1,7
2516,18,1,7
200,54,5,7
2482,1,2,7
2482,53,2,7
2482,19,2,7
2482,35,2,7
2482,2,3,7
200,20,18,7
2482,54,7,7
2475,47,3,7
2475,35,3,7
2482,0,1,7
2482,9,1,7
2475,18,2,7
2475,9,2,7
2475,36,2,7
2475,29,2,7
2475,1,2,7
2475,43,2,7
2482,10,1,7
2482,47,1,7
2482,49,1,7
2475,53,4,7
2475,2,4,7
2475,19,4,7
2475,54,13,7
2475,20,63,7
2549,46,1,7
2549,47,1,7
2549,39,1,7
2549,27,1,7
2482,36,1,7
2482,18,1,7
2482,29,1,7
2651,53,1,7
2651,1,1,7
2585,53,5,7
28,35,4,8
75,35,4,8
2482,37,1,8
2482,42,1,8
2482,33,1,8
2482,28,1,8
2482,27,1,8
2482,10,1,8
2482,5,1,8
28,53,4,8
2482,4,1,8
2482,51,1,8
2482,52,1,8
28,2,4,8
75,18,1,8
2482,45,1,8
2482,46,1,8
20,13,1,8
20,27,1,8
20,10,1,8
20,7,1,8
54,1,2,8
75,49,3,8
2651,53,13,8
2651,54,13,8
54,9,2,8
54,47,2,8
54,49,2,8
20,54,11,8
20,20,79,8
2651,20,80,8
20,0,1,8
54,2,3,8
54,43,3,8
75,19,1,8
75,29,1,8
75,43,1,8
75,7,1,8
75,20,62,8
75,54,17,8
54,54,16,8
2482,19,15,8
28,19,3,8
2482,53,19,8
200,35,2,8
2482,49,9,8
200,1,2,8
2816,18,1,8
2816,27,1,8
2816,13,1,8
2816,46,1,8
2482,39,5,8
2482,1,5,8
2482,43,6,8
2482,9,6,8
2482,47,7,8
2482,2,7,8
2482,35,7,8
200,20,65,8
2482,36,8,8
200,9,2,8
200,47,2,8
200,18,1,8
200,27,1,8
2482,20,183,8
200,29,1,8
2816,0,1,8
200,2,1,8
200,39,1,8
2482,54,35,8
200,7,1,8
75,0,1,8
2816,7,2,8
2816,39,2,8
54,35,4,8
75,39,1,8
200,49,3,8
200,36,3,8
75,53,5,8
54,53,4,8
54,19,4,8
2816,43,4,8
2816,35,4,8
2482,0,2,8
2482,13,2,8
2482,44,2,8
2816,1,3,8
2816,2,3,8
2816,9,3,8
2816,36,3,8
2816,47,3,8
2482,7,4,8
2482,18,4,8
2482,29,4,8
2816,49,5,8
2816,19,7,8
200,43,5,8
2816,29,2,8
200,53,5,8
2816,20,99,8
54,20,63,8
2816,54,24,8
2816,53,9,8
200,54,15,8
199,54,26,8
199,53,6,8
28,54,19,8
199,19,6,8
2651,1,3,8
2651,36,3,8
54,0,1,8
54,27,1,8
54,29,1,8
2651,47,3,8
199,29,2,8
199,47,2,8
2651,2,2,8
2651,7,2,8
2651,9,2,8
200,19,4,8
2651,35,2,8
2651,39,2,8
2651,29,2,8
20,9,2,8
199,1,3,8
199,2,3,8
199,9,3,8
199,35,3,8
199,36,3,8
199,39,3,8
20,1,2,8
199,43,4,8
199,49,4,8
20,18,2,8
28,20,69,8
20,39,2,8
20,43,2,8
54,36,1,8
2651,37,1,8
2651,28,1,8
20,35,4,8
20,36,4,8
20,47,4,8
2651,49,5,8
2651,43,1,8
20,53,7,8
20,19,6,8
199,20,93,8
2651,13,1,8
2651,18,1,8
20,49,4,8
75,47,2,8
75,36,2,8
75,9,2,8
28,49,2,8
28,47,2,8
28,43,2,8
28,36,2,8
75,2,2,8
75,1,2,8
28,9,2,8
2651,19,6,8
28,1,2,8
20,29,3,8
20,2,3,8
199,27,1,8
28,7,1,8
28,29,1,8
28,39,1,8
199,7,1,8
199,13,1,8
28,18,1,8
28,10,1,8
199,44,1,8
199,18,1,8
28,0,1,8
20,53,7,9
20,19,6,9
20,54,8,9
28,47,2,9
28,43,2,9
28,36,2,9
28,18,2,9
28,9,3,9
28,1,3,9
75,54,15,9
200,1,2,9
28,49,2,9
200,9,1,9
200,7,1,9
200,2,1,9
200,29,1,9
200,27,1,9
200,18,1,9
200,47,1,9
200,39,1,9
200,35,2,9
75,20,56,9
200,20,59,9
28,19,4,9
54,0,1,9
54,27,1,9
54,29,1,9
54,39,1,9
20,9,1,9
20,7,1,9
20,10,1,9
20,0,1,9
20,13,1,9
199,7,1,9
199,47,1,9
28,39,1,9
200,49,3,9
28,52,1,9
20,39,2,9
20,29,2,9
199,9,2,9
199,2,2,9
199,1,2,9
199,36,2,9
199,39,2,9
20,2,2,9
28,7,1,9
28,0,1,9
28,10,1,9
54,18,1,9
28,29,1,9
200,36,3,9
199,29,1,9
20,20,69,9
75,49,2,9
75,35,3,9
20,18,1,9
20,1,2,9
20,43,2,9
75,1,2,9
75,19,2,9
75,36,2,9
28,35,4,9
54,43,4,9
54,35,4,9
54,19,4,9
199,20,66,9
75,39,1,9
75,29,1,9
75,43,1,9
75,47,1,9
75,7,1,9
75,9,1,9
75,18,1,9
199,54,18,9
199,19,5,9
199,53,5,9
28,54,25,9
75,2,1,9
199,49,4,9
28,2,4,9
20,49,3,9
54,20,74,9
54,54,19,9
200,54,12,9
200,53,6,9
54,2,5,9
200,43,5,9
54,47,2,9
54,36,2,9
54,9,2,9
54,1,2,9
54,49,2,9
20,35,3,9
20,36,3,9
20,47,3,9
28,53,5,9
199,35,3,9
28,20,84,9
199,43,3,9
54,53,4,9
200,19,4,9
75,53,4,9
200,20,17,10
200,54,4,10
2816,18,1,10
200,1,1,10
2482,20,17,10
200,43,1,10
200,53,1,10
75,35,1,11
2475,19,4,11
2484,54,14,11
687,1,1,11
1593,1,6,11
687,35,1,11
1593,19,6,11
687,53,1,11
200,54,6,11
2549,49,1,11
2475,43,4,11
2556,49,1,11
2484,53,8,11
2586,39,2,11
2586,1,2,11
2549,1,2,11
2556,53,1,11
2549,9,2,11
2549,19,2,11
2549,43,2,11
2475,53,5,11
2475,2,5,11
1593,49,5,11
2556,27,1,11
1593,36,5,11
2586,53,5,11
2556,1,1,11
2549,2,1,11
2556,43,1,11
1593,35,3,11
2556,36,1,11
1593,2,3,11
2556,9,1,11
2556,54,22,11
2516,49,3,11
2482,19,2,11
2516,9,3,11
2484,29,1,11
2484,28,1,11
2484,27,1,11
28,2,1,11
54,54,5,11
28,54,4,11
2484,20,68,11
2516,2,4,11
2484,39,1,11
2484,47,1,11
2556,20,46,11
2484,49,1,11
1593,18,2,11
1593,7,2,11
2484,43,4,11
1593,47,2,11
1593,39,2,11
1593,29,2,11
2516,54,27,11
2549,53,3,11
2475,20,80,11
2516,20,81,11
54,35,1,11
2484,36,2,11
2484,9,2,11
2516,7,1,11
2516,52,1,11
2516,39,1,11
2484,1,3,11
2484,2,3,11
2484,19,3,11
2484,35,3,11
2556,19,2,11
1593,53,16,11
687,9,2,11
54,2,1,11
2586,19,1,11
2586,9,1,11
2586,49,1,11
2549,18,1,11
2549,35,1,11
2549,39,1,11
2549,36,1,11
1593,9,9,11
2549,20,52,11
2482,54,7,11
2475,47,3,11
2475,9,3,11
687,54,21,11
2475,35,3,11
2475,36,3,11
2549,54,20,11
687,20,37,11
2475,29,2,11
1593,43,1,11
1593,37,1,11
2475,49,2,11
2475,18,2,11
2516,18,2,11
2651,53,1,11
2482,20,45,11
1593,54,85,11
199,20,15,11
2516,1,3,11
200,53,1,11
200,43,1,11
1593,20,168,11
2475,1,2,11
2516,47,2,11
2516,36,2,11
2516,29,2,11
1593,28,1,11
1593,13,1,11
200,20,21,11
2516,35,4,11
28,20,14,11
2651,20,12,11
2475,52,1,11
2475,27,1,11
2516,19,5,11
2516,53,5,11
2482,1,1,11
2482,0,1,11
2482,53,3,11
2482,35,3,11
2482,2,4,11
2475,39,1,11
2475,0,1,11
2475,54,18,11
2586,20,31,11
54,20,16,11
2482,9,1,11
2482,10,1,11
2482,36,1,11
2482,43,1,11
2482,47,1,11
2482,49,1,11
2482,18,1,11
2482,29,1,11
2586,54,7,11
199,47,2,12
199,39,2,12
199,29,2,12
199,1,3,12
199,2,3,12
2482,27,1,12
2482,45,1,12
2482,42,1,12
2482,28,1,12
2482,52,1,12
2482,51,1,12
199,18,2,12
199,53,6,12
199,49,4,12
199,43,4,12
199,19,6,12
28,54,18,12
2482,46,1,12
2482,4,1,12
2482,5,1,12
2482,10,1,12
199,9,3,12
199,35,3,12
199,36,3,12
2482,37,1,12
28,20,66,12
2482,33,1,12
28,43,2,12
54,9,1,12
2651,53,14,12
2651,54,12,12
20,29,3,12
28,47,2,12
28,49,2,12
28,9,2,12
28,1,2,12
28,39,1,12
75,7,1,12
75,9,1,12
75,39,1,12
75,43,1,12
2651,29,2,12
2651,39,2,12
2651,35,2,12
2651,2,2,12
2651,9,2,12
200,19,4,12
2651,20,77,12
28,36,1,12
28,29,1,12
28,18,1,12
54,36,1,12
54,27,1,12
54,29,1,12
199,44,1,12
199,7,1,12
199,13,1,12
199,27,1,12
28,0,1,12
54,0,1,12
2816,20,96,12
75,35,4,12
28,53,4,12
28,35,4,12
200,54,13,12
2816,9,3,12
2816,36,3,12
2816,47,3,12
20,9,2,12
2482,7,3,12
2816,43,4,12
2816,35,4,12
2816,49,5,12
2816,19,8,12
2816,53,9,12
2816,54,23,12
2482,44,2,12
2482,0,2,12
2482,13,2,12
75,53,5,12
200,53,6,12
54,53,4,12
2651,49,4,12
75,36,2,12
75,49,2,12
75,1,2,12
75,2,2,12
54,43,3,12
54,2,3,12
54,49,2,12
200,43,5,12
54,47,2,12
75,47,2,12
2816,2,3,12
54,35,4,12
54,19,4,12
2816,1,3,12
28,19,3,12
2482,36,7,12
2482,47,7,12
20,19,6,12
20,36,4,12
20,53,7,12
2482,43,6,12
2816,18,1,12
2816,0,1,12
